char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list
cloudofdarkness,Toying Appendages,0,0,0,['Magic']
cloudofdarkness,Uncanny Beam,2,1,0,['Magic']
cloudofdarkness,Insulating Appendages,4,0,20,"['Group', 'Magic']"
cloudofdarkness,Counter,1,0,0,"['Magic', 'Instant', 'Counters']"
cloudofdarkness,Wide-Angle Particle Beam,2,2,20,"['Group', 'Magic']"
cloudofdarkness,Zero-Form Particle Beam,6,1,20,"['Magic', 'Free']"
cloudofdarkness,Break Reset Burst,1,0,0,"['Magic', 'Instant', 'NoSummon', 'NoEX']"
cloudofdarkness,Anti-Air Particle Beam,7,0,10,['Magic']
cloudofdarkness,High-Speed Particle Beam,5,5,15,"['Group', 'Magic', 'NoFree']"
cloudofdarkness,Ultra Particle Beam,2,2,400,"['Group', 'Magic']"
cloudofdarkness,Additional attack from Ultra Particle Beam,1,1,0,"['Group', 'Magic', 'FollowUp']"
cloudofdarkness,Void-Form Particle Beam,4,4,260,"['Group', 'Magic', 'NoFree']"
cloudofdarkness,Enhanced Wide Angle Particle Beam (C),1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']"
cloudofdarkness,Enhanced High-Speed Particle Beam (C),3,3,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']"
