char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list
kurasame,BRV Attack+,0,0,0,"['Melee', 'Ice']"
kurasame,BRV Attack++,0,0,0,"['Melee', 'Ice']"
kurasame,HP Attack+,1,0,0,"['Melee', 'Ice']"
kurasame,HP Attack++,1,0,0,"['Melee', 'Ice']"
kurasame,Ice Blade Renzan,4,0,20,"['Melee', 'Ice']"
kurasame,Multi Blizzaga MIS-II,3,3,20,"['Group', 'Melee', 'Ice']"
kurasame,BRV Up Blizzard Slash,1,0,0,"['Melee', 'Ice', 'Instant', 'NoSummon', 'NoEX']"
kurasame,Ice Pillar,4,0,10,"['Melee', 'Ice', 'FollowUp']"
kurasame,Absolute Zero,5,5,15,"['Group', 'Melee', 'Ice', 'NoFree']"
kurasame,Biocessation Magic – Freeze,2,2,350,"['Group', 'Melee']"
kurasame,Dead End,4,4,260,"['Group', 'Melee', 'Ice', 'NoFree']"
kurasame,Enhanced Ice Blade Renzan (C),1,0,0,"['Melee', 'Ice', 'Instant', 'NoEX', 'NoFree']"
kurasame,Enhanced Absolute Zero (C),1,1,0,"['Group', 'Melee', 'Ice', 'Instant', 'NoEX', 'NoFree']"
