char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list
queen,BRV Attack+,0,0,0,['Melee']
queen,BRV Attack++,0,0,0,['Melee']
queen,Balestra Lunge,5,0,10,"['Melee', 'Instant']"
queen,HP Attack+,1,0,0,['Melee']
queen,HP Attack++,1,0,0,['Melee']
queen,Devastate,8,8,10,['Melee']
queen,Speedrush Thrust,8,0,20,['Melee']
queen,Mana Sphere,5,5,20,"['Group', 'Melee']"
queen,HP Heal Boost All,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']"
queen,Rasetsu Arousal,10,0,10,"['Group', 'Melee']"
queen,Rasetsu Arousal Release HP Heal,0,0,0,"['Heals', 'Instant', 'FollowUp']"
queen,Divine Judgment,6,6,15,"['Group', 'Melee', 'Heals', 'NoFree']"
queen,Infringement,2,2,400,"['Group', 'Melee']"
queen,Put in Order,4,4,260,"['Group', 'Melee', 'NoFree']"
queen,Enhanced Mana Sphere (C),1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']"
queen,Enhanced Divine Judgment (C),1,1,0,"['Group', 'Melee', 'Heals', 'Instant', 'NoEX', 'NoFree']"
