char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list
kadaj,BRV Attack+,0,0,0,['Melee']
kadaj,BRV Attack++,0,0,0,['Melee']
kadaj,HP Attack+,1,0,0,['Melee']
kadaj,HP Attack++,1,0,0,['Melee']
kadaj,Volley,4,4,20,"['Group', 'Melee']"
kadaj,Geophagy,6,0,75,"['Melee', 'FollowUp']"
kadaj,Mayhem,6,1,20,['Melee']
kadaj,Set Fixation Slash,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']"
kadaj,Divinity,6,6,10,"['Group', 'Melee']"
kadaj,Burial Hour,9,0,15,"['Melee', 'NoFree']"
kadaj,Withering Planet,2,2,400,"['Group', 'Melee']"
kadaj,Starcutter,4,4,260,"['Group', 'Melee', 'NoFree']"
kadaj,Enhanced Mayhem (C),2,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']"
kadaj,Enhanced Burial Hour (C),3,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']"
