char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list
vivi,BRV Attack+,0,0,0,"['Magic', 'Fire']"
vivi,BRV Attack++,0,0,0,"['Magic', 'Fire']"
vivi,HP Attack+,1,0,0,"['Magic', 'Fire']"
vivi,HP Attack++,1,0,0,"['Magic', 'Fire']"
vivi,Double Fire,1,1,0,"['Magic', 'Fire']"
vivi,Double Fire+,4,1,10,"['Group', 'Magic', 'Fire']"
vivi,Double Fire Follow Up,1,1,0,"['Magic', 'Fire', 'FollowUp']"
vivi,Double Fire+ Follow Up,4,1,10,"['Group', 'Magic', 'Fire', 'FollowUp']"
vivi,Fire,1,1,20,"['Magic', 'Fire']"
vivi,Fire+,4,1,20,"['Group', 'Magic', 'Fire']"
vivi,Focus,0,0,20,[]
vivi,Focus Follow Up,3,1,20,"['Magic', 'Fire', 'FollowUp']"
vivi,Fire Enchant,0,0,0,"['Instant', 'NoSummon', 'NoEX']"
vivi,Meteor (IX),5,5,10,"['Group', 'Magic']"
vivi,Doomsday,5,5,15,"['Group', 'Magic', 'Fire', 'Dark', 'IgnoreDEF', 'NoFree']"
vivi,Embers of Darkness,3,3,0,"['Group', 'Magic', 'Fire', 'Dark', 'IgnoreDEF', 'FollowUp']"
vivi,Double-Effect Reflect Double Flare,2,0,600,['Magic']
vivi,Our Journey,4,4,260,"['Group', 'Magic', 'NoFree']"
vivi,Enhanced Fire+ (C),1,0,0,"['Magic', 'Fire', 'Instant', 'NoEX', 'NoFree']"
vivi,Enhanced Doomsday (C),2,2,0,"['Group', 'Magic', 'Fire', 'Dark', 'IgnoreDEF', 'Instant', 'NoEX', 'NoFree']"
